Country (mentioned),Review Date,Claim,Source,Label,Fact-checked Article,clean_claims,clean_claims_wsw
Portugal,"Jan 5, 2021",A Portuguese nurse named Sonia Azevedo died from adverse side effects from the Pfizer-BioNTech COVID-19 vaccine.,twitter,1,https://www.snopes.com/fact-check/portuguese-nurse-dies-vaccine/,portuguese nurse named sonia azevedo died from adverse side effects from the pfizer biontech covid vaccine,portuguese nurse named sonia azevedo died adverse side effects pfizer biontech covid vaccine
Poland,"Jan 5, 2021",Poland bought vaccines against Covid-19 damaged in Germany,facebook,0,https://sprawdzam.afp.com/nie-do-polski-szczepionki-przeciwko-covid-19-trafiaja-prosto-z-fabryki-w-belgii,poland bought vaccines against covid damaged in germany,poland bought vaccines covid damaged germany
United States,"Jan 5, 2021",Nurse Khalilah Mitchell suffered facial paralysis after being vaccinated for COVID-19.,person,0,https://www.tjekdet.dk/faktatjek/hun-haevder-vaere-registreret-sygeplejerske-med-ansigtslammelse-men-hun-slet-ikke-i,nurse khalilah mitchell suffered facial paralysis after being vaccinated for covid,nurse khalilah mitchell suffered facial paralysis vaccinated covid
United States,"Jan 5, 2021","The ""virologist and immunologist"" Robert Oswald examined 1,500 ""allegedly positive"" corona samples under a scanning electron microscope and only found influenza viruses. He wrote that Covid-19 did not exist and was fictional.",facebook,0,https://correctiv.org/faktencheck/2021/01/05/nein-der-wissenschaftler-robert-oswald-hat-keine-zweifel-an-der-existenz-des-coronavirus/,the virologist and immunologist robert oswald examined allegedly positive corona samples under scanning electron microscope and only found influenza viruses he wrote that covid did not exist and was fictional,virologist immunologist robert oswald examined allegedly positive corona samples scanning electron microscope found influenza viruses wrote covid exist fictional
Argentina,"Jan 5, 2021",The Argentine Army Corporal Dominguez Victoria passed away after receiving the Russian vaccine against the covid-19 Sputnik V,multiple sources,0,https://checamos.afp.com/cabo-do-exercito-argentino-que-faleceu-nao-havia-recebido-vacina-russa-contra-covid-19,the argentine army corporal dominguez victoria passed away after receiving the russian vaccine against the covid sputnik,argentine army corporal dominguez victoria passed away receiving russian vaccine covid sputnik
United States,"Jan 5, 2021",An image shows a CNN report on an outbreak of cannibalism among COVID-19 vaccine recipients.,multiple sources,0,https://www.snopes.com/fact-check/covid19-vaccination-cannibalism/,an image shows cnn report on an outbreak of cannibalism among covid vaccine recipients,image shows cnn report outbreak cannibalism among covid vaccine recipients
Italy,"Jan 5, 2021",Italy is not the least vaccinated country in Europe,facebook,0,https://pagellapolitica.it/dichiarazioni/8796/falso-litalia-non-e-il-paese-meno-vaccinato-in-europa,italy is not the least vaccinated country in europe,italy least vaccinated country europe
United States,"Jan 5, 2021","According to a ""National Mask Code,"" unvaccinated people will have to wear red masks, be restricted from travel, voting, and commerce, and undergo a three-month lockdown. Vaccinated people will wear blue masks and be allowed some travel, regulated commerce, automated voting, and required social distancing.",twitter,0,https://www.snopes.com/fact-check/red-mask-blue-mask-covid/,according to national mask code unvaccinated people will have to wear red masks be restricted from travel voting and commerce and undergo three month lockdown vaccinated people will wear blue masks and be allowed some travel regulated commerce automated voting and required social distancing,according national mask code unvaccinated people wear red masks restricted travel voting commerce undergo three month lockdown vaccinated people wear blue masks allowed travel regulated commerce automated voting required social distancing
United States,"Jan 5, 2021",The video shows Kamala Harris actually wasn't vaccinated,multiple sources,0,https://factuel.afp.com/si-la-seringue-utilisee-pour-vacciner-kamala-harris-etait-bien-munie-dune-aiguille,the video shows kamala harris actually wasnt vaccinated,video shows kamala harris actually wasnt vaccinated
Philippines,"Jan 5, 2021",Video shows Filipino village official beating a man for violating coronavirus restrictions by not wearing a face shield,multiple sources,0,https://factcheck.afp.com/doctored-video-shared-alongside-0-claim-filipino-official-beat-man-violating-coronavirus,video shows filipino village official beating man for violating coronavirus restrictions by not wearing face shield,video shows filipino village official beating man violating coronavirus restrictions wearing face shield
United States,"Jan 5, 2021",Covid Vaccine May Affect Male Fertility According to University of Miami Study,website,0,https://piaui.folha.uol.com.br/lupa/2021/01/05/verificamos-estudo-vacina-fertilidade/,covid vaccine may affect male fertility according to university of miami study,covid vaccine may affect male fertility according university miami study
United States,"Jan 5, 2021","In December 2020, a U.S. federal omnibus spending bill that included COVID-19 relief started a 180-day countdown to an unclassified report on UFO disclosures.",donald trump,2,https://www.snopes.com/fact-check/180-day-countdown-ufo/,in december federal omnibus spending bill that included covid relief started day countdown to an unclassified report on ufo disclosures,december federal omnibus spending bill included covid relief started day countdown unclassified report ufo disclosures
Switzerland,"Jan 5, 2021",Mannequins as 0 covid-19 patients during a visit by the Minister of Health in a Swiss hospital,multiple sources,0,https://factual.afp.com/el-ministro-suizo-visito-una-escuela-donde-se-practica-con-maniquies-no-son-falsos-pacientes-de,mannequins as covid patients during visit by the minister of health in swiss hospital,mannequins covid patients visit minister health swiss hospital
United States,"Jan 5, 2021",If they pretend to take [Covid-19 vaccine] I’m not going to,facebook,0,https://piaui.folha.uol.com.br/lupa/2021/01/05/verificamos-vice-eua-vacina/,if they pretend to take covid vaccine im not going to,pretend take covid vaccine im going
Spain,"Jan 5, 2021","The Spanish Minister of Health, Salvador Illa, does not wear a mask at a train station",multiple sources,1,https://factual.afp.com/la-imagen-de-salvador-illa-sin-mascarilla-junto-un-tren-fue-tomada-en-una-sesion-fotografica,the spanish minister of health salvador illa does not wear mask at train station,spanish minister health salvador illa wear mask train station
United States,"Jan 5, 2021",US and UK are charging Rs 3000 and Rs 5000 respectively for COVID-19 vaccine.,news media,0,https://www.thequint.com/news/webqoof/free-covid-vaccine-in-india-but-not-in-uk-us-abp-news-misreports,us and uk are charging rs and rs respectively for covid vaccine,us uk charging rs rs respectively covid vaccine
Portugal,"Jan 5, 2021",“Portuguese nurse dies two days after getting the Pfizer Covid vaccine”,news media,1,https://healthfeedback.org/claimreview/covid-19-vaccine-did-not-cause-the-death-of-a-portuguese-woman-contrary-to-social-media-posts-suggestions/,portuguese nurse dies two days after getting the pfizer covid vaccine,portuguese nurse dies two days getting pfizer covid vaccine
Brazil,"Jan 5, 2021","Presenter Fausto Silva (Faustão) was admitted to the ICU of Hospital Albert Einstein, in São Paulo, because of complications from Covid-19.",social media,0,https://www.boatos.org/entretenimento/faustao-internado-uti-causa-covid-19.html,presenter fausto silva faustao was admitted to the icu of hospital albert einstein in sao paulo because of complications from covid,presenter fausto silva faustao admitted icu hospital albert einstein sao paulo complications covid
Brazil,"Jan 4, 2021","Instituto Vital Brasil found Covid's cure, in its initial stage, with treatment based on equine plasma, which produces antibodies 100 times more potent than the human, 100% efficacy in the cure",social media,0,https://politica.estadao.com.br/blogs/estadao-verifica/vital-brazil-desenvolve-soro-contra-covid-19-mas-medicamento-ainda-nao-foi-testado-em-humanos/,instituto vital brasil found covids cure in its initial stage with treatment based on equine plasma which produces antibodies times more potent than the human efficacy in the cure,instituto vital brasil found covids cure initial stage treatment based equine plasma produces antibodies times potent human efficacy cure
Turkey,"Jan 4, 2021","BİM, a Turkish store will start selling the COVID-19 vaccine.",youtube,0,https://teyit.org/analiz-bimde-covid-19-asilari-satildigi-iddiasi,bim turkish store will start selling the covid vaccine,bim turkish store start selling covid vaccine
Colombia,"Jan 4, 2021","The Pandemic, from the perspective of Manuel Elkin Patarroyo, the highest scientific authority in Colombia and Latin America",social media,0,https://www.animalpolitico.com/elsabueso/antibioticos-alimentos-no-eliminan-covid-19/,the pandemic from the perspective of manuel elkin patarroyo the highest scientific authority in colombia and latin america,pandemic perspective manuel elkin patarroyo highest scientific authority colombia latin america
Argentina,"Jan 4, 2021",Argentina vaccinates the same guy twice.,facebook,0,https://piaui.folha.uol.com.br/lupa/2021/01/04/verificamos-argentina-vacina-covid/,argentina vaccinates the same guy twice,argentina vaccinates guy twice
