Country (mentioned),Review Date,Claim,Source,Label,Fact-checked Article
Portugal,"Jan 10, 2021","""Did you know that medical personnel in Coimbra were contacted, or a survey was made to health professionals, to find out who wanted to get the vaccine? There were more than 6,000 ... Do you know how many said yes? 95""",facebook,0,https://observador.pt/factchecks/fact-check-so-2-dos-profissionais-de-saude-do-hospital-de-coimbra-aceitou-ser-vacinado-contra-a-covid-19/
United Kingdom,"Jan 9, 2021","Only 13,000 People in the United Kingdom Will be Infected with Covid-19 in 2020",facebook,1,https://cekfakta.com/focus/6041
Argentina,"Jan 9, 2021","The Argentine vice president is the first woman to be vaccinated without a needle, gloves and syringe, and also without a mask. Neither the competent nurse nor she.",social media,0,https://www.boatos.org/mundo/cristina-kirchner-tomou-vacina-covid-19-sem-agulha-mascara.html
Ireland,"Jan 8, 2021","Ireland’s test and trace system cost £775,000.",No data,0,https://fullfact.org/health/flawed-comparisons-between-test-and-trace-systems-go-viral/
United Kingdom,"Jan 8, 2021",Test and Trace is costing £22 billion.,facebook,0,https://fullfact.org/health/flawed-comparisons-between-test-and-trace-systems-go-viral/
Italy ,"Jan 8, 2021","Italian scientists did the Covid test on a kiwi, and the result was positive.",social media,0,https://politica.estadao.com.br/blogs/estadao-verifica/nao-resultado-positivo-de-kiwi-em-teste-de-covid-19-nao-prova-ineficacia-de-exames/
Barbados,"Jan 8, 2021",Justin Trudeau violated COVID-19 guidelines to go to Barbados.,multiple sources,0,https://www.boomlive.in/world/justin-trudeau-did-not-go-to-barbados-violating-covid-19-guidlines-11467
Brazil,"Jan 8, 2021","The Vital Brazil Institute found Covid""s cure, in its initial stage, with treatment based on equine plasma, which produces antibodies 100 times more potent than the human, 100% efficacy in the cure.",news media,0,https://www.aosfatos.org/noticias/nao-ha-evidencias-de-que-plasma-equino-cure-covid-19-soro-ainda-nao-foi-testado-em-humanos/
United Kingdom,"Jan 8, 2021",The number of deaths in England and Wales is below average for this time of year.,person,0,https://fullfact.org/health/covid-deaths-winter-2020-talkradio/
Portugal,"Jan 8, 2021","In a video that has gone viral on Facebook in recent days, it is said that health professionals are receiving a monthly performance bonus of 499 euros for being in contact with Covid-19 patients.",facebook,0,https://poligrafo.sapo.pt/fact-check/profissionais-de-saude-estao-a-receber-um-premio-mensal-de-desempenho-covid-19
United States,"Jan 8, 2021",The video shows Kamala Harris actually wasn't vaccinated,social media,0,https://poligrafo.sapo.pt/fact-check/kamala-harris-fingiu-tomar-a-vacina-para-a-covid-19-em-direto-na-televisao
United States,"Jan 8, 2021",Barack Obama advises Africans not to get vaccinated against Covid-19.,social media,0,https://www.boomlive.in/world/barack-obama-covid-19-vaccine-11468
United States,"Jan 8, 2021",The FDA has approved an at-home COVID-19 test.,twitter,2,https://misbar.com/en/factcheck/2021/01/08/fda-approves-at-home-covid-test
China,"Jan 8, 2021","China""s Covid-19 Vaccine Kills Indigenous People",facebook,0,https://cekfakta.com/focus/6029
United States,"Jan 8, 2021",New Yorkers can sign up for early access to the COVID-19 vaccine.,twitter,0,https://www.snopes.com/fact-check/new-york-covid-vaccine-preregister/
Brazil,"Jan 8, 2021","The journalist Gerson Camarotti, from Globo News, asked the medical councils to remove from the registry of doctors who prescribe ""antivirals"" against Covid-19.",social media,0,https://www.boatos.org/saude/gerson-camarotti-pediu-cassacao-registro-medicos-receitam-antivirais-contra-covid-19.html
India,"Jan 8, 2021","News from #Lucknow--: #Corona""s #Matter of getting new #strain !! In Sant Vihar and Mansarovar, till January 11, # people are prevented from leaving the house, # police-administration has done #Anouncement…",facebook,1,https://www.vishvasnews.com/viral/fact-check-areas-of-meerut-sealed-to-check-outbreak-of-new-covid-strain-viral-video-passed-off-as-lucknow-2/
United Kingdom,"Jan 8, 2021",Wales’s test and trace system cost £102 million.,No data,0,https://fullfact.org/health/flawed-comparisons-between-test-and-trace-systems-go-viral/
United Kingdom,"Jan 7, 2021",The same image of an elderly woman being vaccinated has been used by the media to show a woman called Joan being vaccinated in Manchester and a woman called Susan getting vaccinated in South Africa.,facebook,0,https://fullfact.org/online/joan-burgess-vaccine-picture/
United States,"Jan 7, 2021",Barack Obama advises Africans not to get vaccinated against Covid-19.,social media,0,https://factcheck.afp.com/obama-has-publicly-endorsed-covid-19-vaccines-and-not-warned-africans-against-them
 Czech Republic,"Jan 7, 2021",The Covid-19 vaccine has not been properly registered for use in the Czech Republic,multiple sources,0,https://napravoumiru.afp.com/ceske-urady-nepovolily-vakcinu-proti-covid-19-bez-radne-registrace
United States,"Jan 7, 2021","""Controversial report says that Covid-19 did not increase the number of deaths of elderly people in the United States. Numbers are the same as in other years""",multiple sources,0,https://poligrafo.sapo.pt/fact-check/relatorio-comprova-que-pandemia-de-covid-19-nao-aumentou-numero-de-mortes-nos-eua
India,"Jan 7, 2021","News from #Lucknow-: # Case of new strain of Corona!! In Sant Vihar and Mansarovar areas, people are not allowed to move out of their houses till Jan 11, 2020 # police-administration making an # Announcement.",facebook,1,https://www.vishvasnews.com/english/viral/fact-check-areas-of-meerut-sealed-to-check-outbreak-of-new-covid-strain-viral-video-passed-off-as-lucknow/
United States,"Jan 7, 2021",Nashville Nurse claims she suffered from Bells palsy after COVID-19 vaccination.,news media,0,https://www.boatos.org/mundo/enfermeira-khalilah-mitchell-paralisia-facial-vacina.html
Portugal,"Jan 7, 2021","One of the hottest topics during the debate between Marcelo Rebelo de Sousa and André Ventura, yesterday at SIC, was the release of prisoners due to the Covid-19 pandemic.",news media,2,https://poligrafo.sapo.pt/fact-check/debates-tv-ainda-nao-havia-casos-de-covid-19-nas-prisoes-quando-foram-libertados-reclusos
Israel,"Jan 7, 2021",Viral video is taken out of context to imply that vaccination in Israel is a 'scam',instagram,0,https://piaui.folha.uol.com.br/lupa/2021/01/07/verificamos-video-vacinacao-israel/
Brazil,"Jan 7, 2021","Alive!!! Until some good news, the Vital Brasil Institute found Covid""s cure, in its initial stage, with treatment based on equine plasma, which produces antibodies 100 times more potent than the human, 100% efficacy in the cure, I want see where the vaccines are going to go, congratulations, Brazil 👏👏👏👏👏",facebook,0,https://piaui.folha.uol.com.br/lupa/2021/01/07/verificamos-soro-vital-brazil/
Philippines,"Jan 7, 2021",Philippine National Police Chief Debold Sinas attended a party in December 2020.,social media,0,https://www.rappler.com/newsbreak/fact-check/sinas-attends-party-december-2020
Australia,"Jan 7, 2021",End of vaccination in Australia for HIV infection,person,0,https://factuel.afp.com/non-laustralie-na-pas-mis-fin-la-vaccination-contre-le-covid-19-pour-infection-au-vih
Poland,"Jan 7, 2021",Jarosław Kaczyński vaccination certificate,social media,0,https://sprawdzam.afp.com/nie-tweet-z-zaswiadczeniem-szczepienia-przeciwko-covid-19-pochodzi-z-profilu-satyrycznego
United States,"Jan 7, 2021",Data compiled by leading health statisticians suggested that Arizona led the world in the highest number of COVID-19 cases reported every day per capita in early January 2021.,news media,2,https://www.snopes.com/fact-check/arizona-covid-per-capita/
Indonesia,"Jan 7, 2021",Head of KSP Moeldoko said the Covid-19 vaccine for Jokowi was different from those that were spread in the community,facebook,0,https://cekfakta.tempo.co/fakta/1187/keliru-klaim-moeldoko-sebut-vaksin-covid-19-untuk-jokowi-beda-dengan-yang-tersebar-di-masyarakat
India,"Jan 7, 2021",Time Magazine has published a report on the control of Covid-19 in Uttar Pradesh,multiple sources,0,https://bangla.boomlive.in/fact-check/time-magazine-up-government-praise-covid-yogi-adityanath-article-zee-news-abp-news-patrika-tv9bharatvarsh-news18-up-11450
Mexico,"Jan 7, 2021",López Gatell being recently vaccinated before going on vacation,multiple sources,0,https://factual.afp.com/la-foto-de-lopez-gatell-no-es-reciente-es-de-su-vacunacion-contra-la-gripe-en-octubre-de-2020
Indonesia,"Jan 7, 2021",Circulating again on social media posts of several claims related to Covid-19. The latest of this post is on behalf of the presenter Najwa Shihab.,facebook,0,https://cekfakta.com/focus/6021
Brazil,"Jan 6, 2021","In the year 2017. 1,024,668 Brazilians died. In 2018, 1,175,459 Brazilians died. In 2019, 1,240,551 Brazilians died. In the year 2020, 817,565 died. (...) Even with Covid-19 the number of deaths in 2020 is lower than in 2019! ",whatsapp,0,https://piaui.folha.uol.com.br/lupa/2021/01/06/verificamos-mortes-2020-2019/
United States,"Jan 6, 2021",The video shows Kamala Harris actually wasn't vaccinated,social media,0,https://teyit.org/analiz-videonun-kamala-harrisin-aslinda-asi-olmadigini-gosterdigi-iddiasi
Thailand,"Jan 6, 2021",Video shows field hospital for Covid-19 in Thailand,multiple sources,0,https://factcheck.afp.com/video-shows-covid-19-patients-quarantine-centre-malaysia
Brazil,"Jan 6, 2021",Brazilians created a machine that tests covid-19 at almost no cost,social media,1,https://politica.estadao.com.br/blogs/estadao-verifica/brasileiros-criaram-maquina-de-testes-de-covid-19-mas-produto-ainda-esta-em-testes-e-nao-tem-preco/
United States,"Jan 6, 2021",The video shows Kamala Harris actually wasn't vaccinated,facebook,0,https://correctiv.org/faktencheck/2021/01/06/kamala-harris-wurde-gegen-covid-19-geimpft-mit-einer-spritze-mit-nadel/
Germany,"Jan 6, 2021",A resident of a nursing home of the Diakonie in Meißen had been threatened that she would lose her home if she did not get vaccinated against Covid-19.,facebook,0,https://correctiv.org/faktencheck/2021/01/06/die-diakonie-verpflichtet-weder-bewohner-noch-mitarbeiter-von-pflegeheimen-zu-einer-corona-impfung/
Israel,"Jan 6, 2021",Israeli politician pretends to be vaccinated against Covid-19.,facebook,1,https://factuel.afp.com/cet-elu-israelien-bien-ete-vaccine-contre-le-covid-19
United States,"Jan 6, 2021",The video shows Kamala Harris actually wasn't vaccinated,person,0,https://observers.france24.com/fr/amériques/20210106-intox-kamala-harris-vaccination-covid-19-seringue-aiguille-etats-unis
United States,"Jan 6, 2021",The video shows Kamala Harris actually wasn't vaccinated,social media,0,https://politica.estadao.com.br/blogs/estadao-verifica/nao-kamala-harris-nao-fingiu-ter-tomado-vacina-contra-covid-19/
India,"Jan 6, 2021",Time magazine has covered and appreciated Yogi Adityanath for his methods to battle against the coronavirus pandemic.,news media,0,https://www.thequint.com/news/webqoof/media-misreport-time-magazine-story-on-yogi-coronavirus-pandemic
Spain,"Jan 6, 2021","""Spanish Islamic community declares that they are not vaccinated against COVID19 or anything""",website,0,https://www.newtral.es/bulo-comision-islamica-espana-vacunas-covid/20210106/
Germany,"Jan 5, 2021","Cesare Sacchetti: «Eight nurses from a German nursing home were admitted to the hospital with Covid symptoms after receiving the Pfizer vaccine. The vaccine that should prevent Covid infection brings Covid. The coronavirus scam is now simply huge, but the mass is so stunned that whatever happens will continue to believe in the farce of the ""pandemic"" """,facebook,1,https://facta.news/fuori-contesto/2021/01/05/alcuni-infermieri-tedeschi-sono-stati-ricoverati-dopo-aver-ricevuto-il-vaccino-ma-solo-per-un-errore-di-dosaggio/
United States,"Jan 5, 2021",A meme accurately reports that the U.S. recorded roughly 2.9 million deaths in 2020 — almost the same total as previous years — despite COVID-19.,website,0,https://www.snopes.com/fact-check/typical-year-covid-deaths/
United States,"Jan 5, 2021",Ellen DeGeneres praised Rodrigo Duterte's response to the COVID-19 pandemic and said Filipinos have the worst citizens because they rally against the government.,facebook,0,https://verafiles.org/articles/vera-files-fact-check-ellen-degeneres-did-not-praise-duterte
Canada,"Jan 5, 2021",Justin Trudeau violated COVID-19 guidelines to go to Barbados.,multiple sources,0,https://factcheck.afp.com/canada-pm-did-not-go-barbados-violation-covid-19-guidelines
United States,"Jan 5, 2021",The video shows Kamala Harris actually wasn't vaccinated,social media,0,https://www.aosfatos.org/noticias/e-falso-que-vacinacao-de-kamala-harris-contra-covid-19-foi-encenada/
United Kingdom,"Jan 5, 2021","Just 13,844 people in England and Wales were infected with Covid-19 in 2020.",social media,1,https://fullfact.org/health/noids-covid/
United States,"Jan 5, 2021",Legislation proposed in the New York State Senate in 2021 called for the establishment of COVID-19 “detention camps.”,social media,1,https://www.snopes.com/fact-check/covid-detention-camps-new-york/
Portugal,"Jan 5, 2021",A Portuguese nurse named Sonia Azevedo died from adverse side effects from the Pfizer-BioNTech COVID-19 vaccine.,twitter,1,https://www.snopes.com/fact-check/portuguese-nurse-dies-vaccine/
Poland,"Jan 5, 2021",Poland bought vaccines against Covid-19 damaged in Germany,facebook,0,https://sprawdzam.afp.com/nie-do-polski-szczepionki-przeciwko-covid-19-trafiaja-prosto-z-fabryki-w-belgii
United States,"Jan 5, 2021",Nurse Khalilah Mitchell suffered facial paralysis after being vaccinated for COVID-19.,person,0,https://www.tjekdet.dk/faktatjek/hun-haevder-vaere-registreret-sygeplejerske-med-ansigtslammelse-men-hun-slet-ikke-i
